StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,CreatedOn,year,month
UTTAR PRADESH,MEERUT,MOHADI,NA,HORTICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT MARKET RATE OF TUR IN LATUR MARKET?,2025-03-01T06:44:00,2025,3
MAHARASHTRA,WARDHA,PAUNI,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about crop insurance for Pigeon pea?,2025-02-21T00:03:00,2025,2
TELANGANA,KARIMNAGAR,MOHADI,NA,AGRICULTURE,Others,Others,Market,Farmer asked about weed management in Sesame?,2025-03-04T23:56:00,2025,3
MADHYA PRADESH,UJJAIN,RALEGAON,NA,AGRICULTURE,Others,Others,Market,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-03-05T21:34:00,2025,3
KARNATAKA,BELAGAVI,RALEGAON,NA,HORTICULTURE,Others,Others,Market,FARMER ASKED ABOUT MARKET RATE OF TUR IN LATUR MARKET?,2025-02-17T05:38:00,2025,2
MAHARASHTRA,YAVATMAL,UMARKHED,NA,AGRICULTURE,Others,Others,Plant Protection,Farmer asked about nutrient spray for flowering in Rice?,2025-02-16T20:25:00,2025,2
MADHYA PRADESH,INDORE,UMARKHED,NA,AGRICULTURE,Others,Others,Weather,Farmer asked about irrigation schedule for Turmeric?,2025-02-24T18:31:00,2025,2
TELANGANA,WARANGAL,MOHADI,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about nutrient spray for flowering in Maize?,2025-03-16T16:41:00,2025,3
UTTAR PRADESH,LUCKNOW,PUSAD,NA,AGRICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-02-16T10:59:00,2025,2
MADHYA PRADESH,UJJAIN,UMARKHED,NA,HORTICULTURE,Others,Others,Market,FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK ON PADDY CROP ?,2025-01-03T11:51:00,2025,1
UTTAR PRADESH,KANPUR,PUSAD,NA,HORTICULTURE,Others,Others,Market,Farmer asked about government subsidy for Cotton?,2025-03-21T08:27:00,2025,3
UTTAR PRADESH,LUCKNOW,PUSAD,NA,HORTICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT MARKET RATE OF TURMERIC CROP?,2025-02-18T21:39:00,2025,2
TELANGANA,WARANGAL,MOHADI,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked about government subsidy for Cotton?,2025-01-19T19:23:00,2025,1
UTTAR PRADESH,LUCKNOW,PAUNI,NA,HORTICULTURE,Others,Others,Weather,FARMER ASKED ABOUT MARKET INFORMATION OF SOYBEAN CROP FROM WARDHA MARKET ?,2025-01-01T20:08:00,2025,1
KARNATAKA,MYSURU,MOHADI,NA,HORTICULTURE,Others,Others,Market,Farmer asked about nutrient spray for flowering in Sesame?,2025-02-18T03:49:00,2025,2
KARNATAKA,MYSURU,UMARKHED,NA,HORTICULTURE,Others,Others,Government Schemes,Farmer asked about sowing time of Pigeon pea?,2025-01-03T14:40:00,2025,1
MADHYA PRADESH,BHOPAL,UMARKHED,NA,HORTICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT FERTILIZER DOSE FOR SOYBEAN CROP?,2025-02-04T17:39:00,2025,2
TELANGANA,WARANGAL,RALEGAON,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about weather impact on Sesame?,2025-03-17T18:26:00,2025,3
MAHARASHTRA,NAGPUR,PAUNI,NA,HORTICULTURE,Others,Others,Nutrient Management,Farmer asked about weed management in Chilli?,2025-02-15T19:27:00,2025,2
UTTAR PRADESH,LUCKNOW,RALEGAON,NA,AGRICULTURE,Others,Others,Market,FARMER ASKED ABOUT FARMER ID CARD PROBLEM?,2025-02-28T05:07:00,2025,2
MAHARASHTRA,LATUR,UMARKHED,NA,AGRICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-01-04T09:54:00,2025,1
KARNATAKA,BELAGAVI,UMARKHED,NA,HORTICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT MARKET RATE OF GREEN GRAM IN PUSAD MARKET ?,2025-03-16T07:51:00,2025,3
TELANGANA,KARIMNAGAR,PAUNI,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about suitable variety for Wheat?,2025-01-03T23:28:00,2025,1
KARNATAKA,BELAGAVI,SAKOLI,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about nutrient spray for flowering in Rice?,2025-02-22T06:06:00,2025,2
UTTAR PRADESH,LUCKNOW,PUSAD,NA,AGRICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT FERTILIZER DOSE FOR SOYBEAN CROP?,2025-03-23T12:04:00,2025,3
MAHARASHTRA,AKOLA,UMARKHED,NA,HORTICULTURE,Others,Others,Government Schemes,Farmer asked about weed management in Sesame?,2025-01-01T07:32:00,2025,1
KARNATAKA,HUBBALLI,RALEGAON,NA,HORTICULTURE,Others,Others,Seeds,Farmer asked query on Weather,2025-03-12T17:43:00,2025,3
TELANGANA,WARANGAL,PAUNI,NA,AGRICULTURE,Others,Others,Plant Protection,Farmer asked about sowing time of Bengal gram?,2025-01-21T16:41:00,2025,1
MADHYA PRADESH,BHOPAL,UMARKHED,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about suitable variety for Cotton?,2025-03-13T05:37:00,2025,3
UTTAR PRADESH,LUCKNOW,RALEGAON,NA,HORTICULTURE,Others,Others,Seeds,Farmer asked about pest control in Groundnut?,2025-01-25T05:31:00,2025,1
KARNATAKA,MYSURU,PUSAD,NA,AGRICULTURE,Others,Others,Market,FARMER ASKED ABOUT KISAN CREDIT CARD?,2025-03-13T23:35:00,2025,3
MADHYA PRADESH,BHOPAL,UMARKHED,NA,HORTICULTURE,Others,Others,Market,Farmer asked about pest control in Pigeon pea?,2025-01-26T09:15:00,2025,1
KARNATAKA,BELAGAVI,PUSAD,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about storage method for Groundnut?,2025-01-28T16:50:00,2025,1
MADHYA PRADESH,INDORE,UMARKHED,NA,AGRICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-02-11T12:19:00,2025,2
KARNATAKA,BELAGAVI,PAUNI,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about crop insurance for Sesame?,2025-03-13T08:56:00,2025,3
MAHARASHTRA,WARDHA,SAKOLI,NA,AGRICULTURE,Others,Others,Market,Farmer asked about post harvest management in turmeric seed storage ?,2025-03-19T08:51:00,2025,3
MADHYA PRADESH,INDORE,RALEGAON,NA,HORTICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK ON PADDY CROP ?,2025-03-17T01:44:00,2025,3
KARNATAKA,HUBBALLI,MOHADI,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about crop insurance for Turmeric?,2025-02-27T04:21:00,2025,2
TELANGANA,KARIMNAGAR,PUSAD,NA,HORTICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT FERTILIZER DOSE FOR SOYBEAN CROP?,2025-03-20T03:24:00,2025,3
MAHARASHTRA,LATUR,PUSAD,NA,AGRICULTURE,Others,Others,Market,Farmer asked about market rate of Maize?,2025-02-24T16:40:00,2025,2
MADHYA PRADESH,INDORE,PAUNI,NA,HORTICULTURE,Others,Others,Weather,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-03-21T03:48:00,2025,3
KARNATAKA,BELAGAVI,MOHADI,NA,AGRICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT MARKET INFORMATION OF SOYBEAN CROP FROM WARDHA MARKET ?,2025-03-10T22:02:00,2025,3
MADHYA PRADESH,UJJAIN,SAKOLI,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about government subsidy for Green gram?,2025-01-30T06:32:00,2025,1
KARNATAKA,HUBBALLI,SAKOLI,NA,HORTICULTURE,Others,Others,Nutrient Management,Farmer asked about disease management in Maize?,2025-01-03T21:22:00,2025,1
TELANGANA,KARIMNAGAR,RALEGAON,NA,HORTICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-02-25T08:56:00,2025,2
KARNATAKA,BELAGAVI,PAUNI,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about disease management in Rice?,2025-02-21T22:36:00,2025,2
KARNATAKA,HUBBALLI,MOHADI,NA,AGRICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-02-04T08:58:00,2025,2
MADHYA PRADESH,UJJAIN,SAKOLI,NA,HORTICULTURE,Others,Others,Weather,FARMER ASKED ABOUT FARMER ID CARD PROBLEM?,2025-01-08T03:49:00,2025,1
MADHYA PRADESH,BHOPAL,UMARKHED,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about market rate of Groundnut?,2025-02-06T17:17:00,2025,2
MAHARASHTRA,NAGPUR,PAUNI,NA,HORTICULTURE,Others,Others,Market,Farmer asked about market rate of Rice?,2025-02-25T20:17:00,2025,2
KARNATAKA,MYSURU,SAKOLI,NA,HORTICULTURE,Others,Others,Seeds,Farmer asked about market rate of Green gram?,2025-01-26T16:38:00,2025,1
MAHARASHTRA,YAVATMAL,UMARKHED,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about disease management in Chilli?,2025-01-09T23:41:00,2025,1
KARNATAKA,BELAGAVI,PAUNI,NA,AGRICULTURE,Others,Others,Weather,Farmer asked about post harvest management in turmeric seed storage ?,2025-01-15T05:13:00,2025,1
UTTAR PRADESH,LUCKNOW,SAKOLI,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked about government subsidy for Turmeric?,2025-02-24T02:01:00,2025,2
MADHYA PRADESH,UJJAIN,SAKOLI,NA,AGRICULTURE,Others,Others,Market,FARMER ASKED ABOUT MARKET RATE OF GREEN GRAM IN PUSAD MARKET ?,2025-01-21T23:44:00,2025,1
MADHYA PRADESH,INDORE,SAKOLI,NA,AGRICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT MARKET RATE OF TURMERIC CROP?,2025-03-12T18:19:00,2025,3
TELANGANA,WARANGAL,UMARKHED,NA,AGRICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-01-23T05:33:00,2025,1
MAHARASHTRA,AKOLA,MOHADI,NA,HORTICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT USE OF NUTRIENT APPLICATION THROUGH SPRAY FOR INCREASING SIZE AND QUALITY OF ONION ?,2025-03-24T20:58:00,2025,3
KARNATAKA,MYSURU,UMARKHED,NA,HORTICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-01-29T06:19:00,2025,1
TELANGANA,KARIMNAGAR,RALEGAON,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked about nutrient spray for flowering in Rice?,2025-02-28T22:25:00,2025,2
TELANGANA,KARIMNAGAR,PUSAD,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT MARKET INFORMATION OF SOYBEAN CROP FROM WARDHA MARKET ?,2025-01-03T05:21:00,2025,1
UTTAR PRADESH,MEERUT,PAUNI,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about pest control in Soybean?,2025-03-12T02:38:00,2025,3
UTTAR PRADESH,KANPUR,PUSAD,NA,HORTICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-03-01T11:20:00,2025,3
TELANGANA,WARANGAL,PUSAD,NA,AGRICULTURE,Others,Others,Plant Protection,FAMER ASKED ABOUT How to store turmeric rhizomes?,2025-01-23T12:52:00,2025,1
TELANGANA,KARIMNAGAR,UMARKHED,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about weed management in Onion?,2025-03-22T05:14:00,2025,3
MAHARASHTRA,LATUR,PUSAD,NA,HORTICULTURE,Others,Others,Market,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-02-25T15:33:00,2025,2
MAHARASHTRA,NAGPUR,RALEGAON,NA,HORTICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT PRADHANMANTRI FASAL BIMA YOJANA HELPLINE NUMBER?,2025-01-26T08:18:00,2025,1
MAHARASHTRA,YAVATMAL,PAUNI,NA,AGRICULTURE,Others,Others,Weather,Farmer asked about nutrient spray for flowering in Pigeon pea?,2025-01-07T18:08:00,2025,1
MAHARASHTRA,LATUR,PUSAD,NA,HORTICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT WHICH VARIETIES ARE SUTAIBLE FOR PIGEON PEA CROP PRODUCTION ?,2025-02-23T20:45:00,2025,2
KARNATAKA,HUBBALLI,UMARKHED,NA,HORTICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-02-11T06:15:00,2025,2
MADHYA PRADESH,BHOPAL,SAKOLI,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about disease management in Sesame?,2025-02-21T19:55:00,2025,2
KARNATAKA,HUBBALLI,UMARKHED,NA,AGRICULTURE,Others,Others,Market,FARMER ASKED ABOUT USE OF NUTRIENT APPLICATION THROUGH SPRAY FOR INCREASING SIZE AND QUALITY OF ONION ?,2025-02-09T11:50:00,2025,2
TELANGANA,KARIMNAGAR,SAKOLI,NA,HORTICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-01-05T01:11:00,2025,1
TELANGANA,KARIMNAGAR,SAKOLI,NA,HORTICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT SOWING TIME TURMERIC CROP?,2025-03-14T11:35:00,2025,3
KARNATAKA,HUBBALLI,PUSAD,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about disease management in Maize?,2025-03-01T12:17:00,2025,3
UTTAR PRADESH,KANPUR,PUSAD,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about disease management in Orange?,2025-01-15T17:41:00,2025,1
TELANGANA,WARANGAL,UMARKHED,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about storage method for Bengal gram?,2025-03-11T03:13:00,2025,3
TELANGANA,KARIMNAGAR,MOHADI,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about fertilizer dose for Soybean?,2025-03-01T08:29:00,2025,3
UTTAR PRADESH,MEERUT,PAUNI,NA,AGRICULTURE,Others,Others,Market,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-01-29T18:26:00,2025,1
TELANGANA,KARIMNAGAR,SAKOLI,NA,AGRICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT WHICH VARIETIES ARE SUTAIBLE FOR PIGEON PEA CROP PRODUCTION ?,2025-01-14T00:10:00,2025,1
KARNATAKA,BELAGAVI,PAUNI,NA,HORTICULTURE,Others,Others,Seeds,Farmer asked about disease management in Chilli?,2025-01-23T11:09:00,2025,1
TELANGANA,KARIMNAGAR,MOHADI,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about weather impact on Onion?,2025-03-01T00:27:00,2025,3
TELANGANA,KARIMNAGAR,PUSAD,NA,HORTICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT DRIP IRRIGATION SCHEMES ?,2025-01-25T14:20:00,2025,1
MADHYA PRADESH,INDORE,PAUNI,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked about disease management in Watermelon?,2025-02-08T15:13:00,2025,2
KARNATAKA,BELAGAVI,MOHADI,NA,AGRICULTURE,Others,Others,Weather,Farmer asked about sowing time of Cotton?,2025-02-28T06:38:00,2025,2
UTTAR PRADESH,KANPUR,MOHADI,NA,AGRICULTURE,Others,Others,Weather,Farmer asked about nutrient spray for flowering in Pigeon pea?,2025-01-17T04:19:00,2025,1
KARNATAKA,MYSURU,UMARKHED,NA,AGRICULTURE,Others,Others,Market,Farmer asked about storage method for Orange?,2025-02-16T09:00:00,2025,2
MAHARASHTRA,LATUR,PAUNI,NA,HORTICULTURE,Others,Others,Nutrient Management,Farmer asked about pest control in Chilli?,2025-01-09T13:06:00,2025,1
KARNATAKA,MYSURU,PUSAD,NA,AGRICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT MARKET RATE OF TUR IN LATUR MARKET?,2025-03-06T06:41:00,2025,3
UTTAR PRADESH,KANPUR,PAUNI,NA,AGRICULTURE,Others,Others,Weather,Farmer asked about storage method for Orange?,2025-01-04T03:44:00,2025,1
KARNATAKA,HUBBALLI,SAKOLI,NA,AGRICULTURE,Others,Others,Weather,Farmer asked about nutrient spray for flowering in Sesame?,2025-02-14T21:47:00,2025,2
MAHARASHTRA,LATUR,MOHADI,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about pest control in Tomato?,2025-01-12T05:38:00,2025,1
TELANGANA,WARANGAL,UMARKHED,NA,AGRICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT SOWING TIME TURMERIC CROP?,2025-03-18T15:51:00,2025,3
KARNATAKA,MYSURU,UMARKHED,NA,AGRICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT KISAN CREDIT CARD?,2025-02-11T06:14:00,2025,2
KARNATAKA,MYSURU,RALEGAON,NA,HORTICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT FARMER ID CARD PROBLEM?,2025-03-03T06:16:00,2025,3
KARNATAKA,BELAGAVI,SAKOLI,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked about weed management in Maize?,2025-03-13T12:26:00,2025,3
UTTAR PRADESH,LUCKNOW,SAKOLI,NA,HORTICULTURE,Others,Others,Market,Farmer asked about government subsidy for Wheat?,2025-03-01T22:45:00,2025,3
MADHYA PRADESH,BHOPAL,PUSAD,NA,HORTICULTURE,Others,Others,Government Schemes,Farmer asked about irrigation schedule for Turmeric?,2025-03-18T14:39:00,2025,3
MAHARASHTRA,LATUR,SAKOLI,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about nutrient spray for flowering in Bengal gram?,2025-03-12T00:59:00,2025,3
UTTAR PRADESH,MEERUT,SAKOLI,NA,HORTICULTURE,Others,Others,Government Schemes,Farmer asked about weed management in Sesame?,2025-01-23T14:02:00,2025,1
UTTAR PRADESH,MEERUT,MOHADI,NA,HORTICULTURE,Others,Others,Market,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-01-12T19:38:00,2025,1
KARNATAKA,BELAGAVI,RALEGAON,NA,AGRICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT USE OF NUTRIENT APPLICATION THROUGH SPRAY FOR INCREASING SIZE AND QUALITY OF ONION ?,2025-02-15T22:04:00,2025,2
MADHYA PRADESH,INDORE,PAUNI,NA,AGRICULTURE,Others,Others,Market,Farmer asked about pest control in Sugarcane?,2025-02-04T12:16:00,2025,2
MADHYA PRADESH,INDORE,RALEGAON,NA,HORTICULTURE,Others,Others,Government Schemes,FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK ON PADDY CROP ?,2025-02-15T06:17:00,2025,2
UTTAR PRADESH,MEERUT,PAUNI,NA,HORTICULTURE,Others,Others,Market,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-02-17T20:12:00,2025,2
KARNATAKA,BELAGAVI,UMARKHED,NA,HORTICULTURE,Others,Others,Seeds,Farmer asked about crop insurance for Sugarcane?,2025-02-05T09:59:00,2025,2
MADHYA PRADESH,BHOPAL,PAUNI,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer asked query on Weather,2025-02-08T23:01:00,2025,2
KARNATAKA,MYSURU,PAUNI,NA,AGRICULTURE,Others,Others,Weather,Farmer asked about government subsidy for Watermelon?,2025-03-18T03:40:00,2025,3
KARNATAKA,BELAGAVI,MOHADI,NA,AGRICULTURE,Others,Others,Nutrient Management,Farmer asked about market rate of Cotton?,2025-03-19T18:51:00,2025,3
UTTAR PRADESH,MEERUT,PAUNI,NA,HORTICULTURE,Others,Others,Market,Farmer asked about fertilizer dose for Green gram?,2025-03-15T23:47:00,2025,3
MAHARASHTRA,WARDHA,UMARKHED,NA,AGRICULTURE,Others,Others,Market,Farmer asked about market rate of Pigeon pea?,2025-02-03T08:25:00,2025,2
KARNATAKA,BELAGAVI,UMARKHED,NA,AGRICULTURE,Others,Others,Market,Farmer asked about fertilizer dose for Groundnut?,2025-03-24T03:41:00,2025,3
KARNATAKA,HUBBALLI,UMARKHED,NA,HORTICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT PRADHANMANTRI FASAL BIMA YOJANA HELPLINE NUMBER?,2025-02-17T12:59:00,2025,2
MADHYA PRADESH,UJJAIN,PUSAD,NA,AGRICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT FERTILIZER DOSE FOR SOYBEAN CROP?,2025-01-03T10:46:00,2025,1
MADHYA PRADESH,BHOPAL,UMARKHED,NA,HORTICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT HARVESTIN TIME OF GROUNDNUT?,2025-02-17T00:21:00,2025,2
MAHARASHTRA,WARDHA,UMARKHED,NA,HORTICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT HARVESTIN TIME OF GROUNDNUT?,2025-03-04T02:39:00,2025,3
TELANGANA,KARIMNAGAR,MOHADI,NA,HORTICULTURE,Others,Others,Market,FARMER ASKED ABOUT MARKET RATE OF GREEN GRAM IN PUSAD MARKET ?,2025-01-06T08:42:00,2025,1
MAHARASHTRA,WARDHA,PAUNI,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about market rate of Soybean?,2025-02-13T20:44:00,2025,2
MAHARASHTRA,YAVATMAL,PAUNI,NA,HORTICULTURE,Others,Others,Government Schemes,Farmer asked about sowing time of Orange?,2025-01-26T00:24:00,2025,1
KARNATAKA,HUBBALLI,UMARKHED,NA,HORTICULTURE,Others,Others,Market,Farmer asked about disease management in Onion?,2025-02-08T12:21:00,2025,2
MAHARASHTRA,LATUR,MOHADI,NA,HORTICULTURE,Others,Others,Plant Protection,FAMER ASKED ABOUT How to store turmeric rhizomes?,2025-02-28T13:46:00,2025,2
MAHARASHTRA,YAVATMAL,MOHADI,NA,HORTICULTURE,Others,Others,Seeds,FARMER ASKED ABOUT CONTROL BLIGHT ATTACK IN GREEN GRAM ?,2025-02-02T14:26:00,2025,2
UTTAR PRADESH,MEERUT,MOHADI,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about storage method for Rice?,2025-01-27T21:22:00,2025,1
TELANGANA,WARANGAL,MOHADI,NA,HORTICULTURE,Others,Others,Seeds,FAMER ASKED ABOUT How to store turmeric rhizomes?,2025-01-16T17:43:00,2025,1
MAHARASHTRA,AKOLA,RALEGAON,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked about sowing time of Green gram?,2025-01-26T06:55:00,2025,1
MADHYA PRADESH,BHOPAL,UMARKHED,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about post harvest management in turmeric seed storage ?,2025-01-18T09:13:00,2025,1
MAHARASHTRA,NAGPUR,SAKOLI,NA,AGRICULTURE,Others,Others,Market,FARMER ASKED ABOUT DRIP IRRIGATION SCHEMES ?,2025-02-07T13:56:00,2025,2
MADHYA PRADESH,INDORE,MOHADI,NA,HORTICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK ON PADDY CROP ?,2025-03-25T01:29:00,2025,3
UTTAR PRADESH,KANPUR,RALEGAON,NA,HORTICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT CONTROL OF BLIGHT ATTACK ON PADDY CROP ?,2025-02-25T22:01:00,2025,2
MAHARASHTRA,YAVATMAL,MOHADI,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about disease management in Onion?,2025-03-17T18:00:00,2025,3
KARNATAKA,HUBBALLI,RALEGAON,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about crop insurance for Soybean?,2025-03-19T08:08:00,2025,3
MAHARASHTRA,AKOLA,PUSAD,NA,AGRICULTURE,Others,Others,Market,FARMER ASKED ABOUT AGRISTACK HELPLINE NUMBER ?,2025-01-27T16:38:00,2025,1
MADHYA PRADESH,UJJAIN,MOHADI,NA,HORTICULTURE,Others,Others,Plant Protection,Farmer asked about storage method for Groundnut?,2025-01-11T20:56:00,2025,1
UTTAR PRADESH,LUCKNOW,PAUNI,NA,AGRICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT FERTILIZER DOSES FOR CITRUS CROP ?,2025-03-06T14:48:00,2025,3
TELANGANA,KARIMNAGAR,SAKOLI,NA,HORTICULTURE,Others,Others,Market,Farmer asked about storage method for Chilli?,2025-03-02T19:35:00,2025,3
UTTAR PRADESH,KANPUR,PAUNI,NA,AGRICULTURE,Others,Others,Market,Farmer asked about sowing time of Cotton?,2025-02-22T02:58:00,2025,2
UTTAR PRADESH,MEERUT,MOHADI,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about weed management in Chilli?,2025-02-13T13:44:00,2025,2
UTTAR PRADESH,KANPUR,MOHADI,NA,AGRICULTURE,Others,Others,Seeds,Farmer asked about irrigation schedule for Green gram?,2025-02-06T23:02:00,2025,2
UTTAR PRADESH,KANPUR,RALEGAON,NA,HORTICULTURE,Others,Others,Seeds,Farmer asked about government subsidy for Cotton?,2025-01-24T11:08:00,2025,1
UTTAR PRADESH,LUCKNOW,SAKOLI,NA,AGRICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT STATUS OF PRADHANMANTRI KISAN SANMAN NIDHI YOJANA ?,2025-02-23T08:59:00,2025,2
MADHYA PRADESH,BHOPAL,MOHADI,NA,HORTICULTURE,Others,Others,Seeds,Farmer asked about storage method for Cotton?,2025-02-18T15:20:00,2025,2
MADHYA PRADESH,INDORE,RALEGAON,NA,HORTICULTURE,Others,Others,Plant Protection,FARMER ASKED ABOUT MARKET RATE OF TUR IN LATUR MARKET?,2025-02-18T16:59:00,2025,2
UTTAR PRADESH,KANPUR,UMARKHED,NA,AGRICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT HARVESTIN TIME OF GROUNDNUT?,2025-03-16T04:38:00,2025,3
UTTAR PRADESH,LUCKNOW,SAKOLI,NA,HORTICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT MARKET RATE OF BENGAL GRAM?,2025-03-10T07:27:00,2025,3
MAHARASHTRA,LATUR,MOHADI,NA,AGRICULTURE,Others,Others,Market,Farmer asked about irrigation schedule for Onion?,2025-01-05T19:33:00,2025,1
MAHARASHTRA,AKOLA,PUSAD,NA,AGRICULTURE,Others,Others,Market,Farmer asked about post harvest management in turmeric seed storage ?,2025-01-16T08:32:00,2025,1
UTTAR PRADESH,LUCKNOW,UMARKHED,NA,AGRICULTURE,Others,Others,Nutrient Management,FARMER ASKED ABOUT FARMER ID CARD PROBLEM?,2025-01-12T06:11:00,2025,1
UTTAR PRADESH,LUCKNOW,PUSAD,NA,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about disease management in Groundnut?,2025-01-19T14:58:00,2025,1
MADHYA PRADESH,BHOPAL,PAUNI,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about weed management in Turmeric?,2025-02-19T01:33:00,2025,2
KARNATAKA,MYSURU,SAKOLI,NA,HORTICULTURE,Others,Others,Weather,Farmer asked about fertilizer dose for Sugarcane?,2025-03-16T17:54:00,2025,3
